n	t_ms	AcY	AcY_offset	AcZ	roll	gyroXrate	compX	e	edot
1096.0	7485.35	-3372.0	-3761.0	15512.0	-13.63	-21.31	-3.98	-3.98	-28.61
1097.0	7492.28	160.0	-229.0	14324.0	-0.92	-34.98	-4.21	-4.21	-32.6
1098.0	7499.08	1420.0	1031.0	15152.0	3.89	-46.02	-4.48	-4.48	-39.84
1099.0	7505.93	2808.0	2419.0	14660.0	9.37	-60.92	-4.82	-4.82	-50.5
1100.0	7512.76	-516.0	-905.0	16100.0	-3.22	-74.66	-5.32	-5.32	-73.12
1101.0	7519.56	-328.0	-717.0	15484.0	-2.65	-82.6	-5.87	-5.87	-80.23
1102.0	7526.32	1040.0	651.0	15332.0	2.43	-94.9	-6.46	-6.46	-88.28
1103.0	7533.12	2088.0	1699.0	14480.0	6.69	-100.59	-7.08	-7.08	-90.41
1104.0	7540.02	-1932.0	-2321.0	14700.0	-8.97	-108.67	-7.83	-7.83	-109.5
1105.0	7547.0	-204.0	-593.0	14816.0	-2.29	-112.15	-8.59	-8.59	-107.62
1106.0	7553.89	-2296.0	-2685.0	14892.0	-10.22	-112.92	-9.37	-9.37	-113.54
1107.0	7560.96	-756.0	-1145.0	15144.0	-4.32	-109.94	-10.12	-10.12	-105.82
1108.0	7568.02	-1608.0	-1997.0	16108.0	-7.07	-101.77	-10.82	-10.82	-99.1
1109.0	7575.07	-288.0	-677.0	14952.0	-2.59	-95.0	-11.44	-11.44	-88.69
1110.0	7581.95	-760.0	-1149.0	15776.0	-4.17	-85.76	-11.99	-11.99	-80.05
1111.0	7588.88	-252.0	-641.0	14412.0	-2.55	-80.69	-12.5	-12.5	-73.47
1112.0	7595.77	-4212.0	-4601.0	14576.0	-17.52	-73.48	-13.03	-13.03	-76.76
1113.0	7602.81	-856.0	-1245.0	14280.0	-4.98	-58.54	-13.4	-13.4	-52.53
1114.0	7609.76	-2496.0	-2885.0	15540.0	-10.52	-47.65	-13.72	-13.72	-45.34
1115.0	7616.81	-2760.0	-3149.0	15368.0	-11.58	-37.79	-13.97	-13.97	-36.09
1116.0	7623.86	-2724.0	-3113.0	15492.0	-11.36	-29.5	-14.16	-14.16	-27.51
1117.0	7630.94	-3328.0	-3717.0	15268.0	-13.68	-21.69	-14.31	-14.31	-21.25
1118.0	7637.98	-580.0	-969.0	15672.0	-3.54	-16.4	-14.37	-14.37	-8.66
1119.0	7644.8	-5104.0	-5493.0	16208.0	-18.72	-10.37	-14.47	-14.47	-13.51
1120.0	7651.85	-7452.0	-7841.0	15080.0	-27.47	-4.72	-14.57	-14.57	-13.93
1121.0	7658.83	-2748.0	-3137.0	14228.0	-12.43	1.37	-14.54	-14.54	2.89
1122.0	7665.76	-468.0	-857.0	15160.0	-3.24	4.92	-14.45	-14.45	13.06
1123.0	7672.53	-1728.0	-2117.0	15240.0	-7.91	9.31	-14.36	-14.36	14.09
1124.0	7679.42	-4732.0	-5121.0	15172.0	-18.65	11.93	-14.3	-14.3	8.76
1125.0	7686.36	-5360.0	-5749.0	14244.0	-21.98	14.72	-14.24	-14.24	9.11
1126.0	7693.31	-3960.0	-4349.0	14468.0	-16.73	15.98	-14.14	-14.14	14.11
1127.0	7700.3	-3680.0	-4069.0	15124.0	-15.06	16.34	-14.03	-14.03	15.6
1128.0	7707.28	-3628.0	-4017.0	15156.0	-14.84	18.24	-13.91	-13.91	17.57
1129.0	7714.31	-3524.0	-3913.0	14456.0	-15.15	20.22	-13.77	-13.77	19.24
1130.0	7721.32	-3560.0	-3949.0	14500.0	-15.23	22.16	-13.62	-13.62	21.01
1131.0	7728.35	-3380.0	-3769.0	14744.0	-14.34	23.64	-13.46	-13.46	23.01
1132.0	7735.36	-3532.0	-3921.0	14940.0	-14.71	26.61	-13.28	-13.28	25.59
1133.0	7742.38	-2708.0	-3097.0	15028.0	-11.64	29.7	-13.07	-13.07	30.72
1134.0	7749.38	-2844.0	-3233.0	15220.0	-11.99	32.39	-12.84	-12.84	32.99
1135.0	7756.37	-3232.0	-3621.0	15508.0	-13.14	35.21	-12.59	-12.59	34.81
1136.0	7763.38	-3292.0	-3681.0	15080.0	-13.72	38.09	-12.33	-12.33	37.1
1137.0	7770.4	-2804.0	-3193.0	15040.0	-11.99	40.73	-12.05	-12.05	40.77
1138.0	7777.4	-2772.0	-3161.0	14868.0	-12.0	43.18	-11.74	-11.74	42.99
1139.0	7784.36	-2900.0	-3289.0	15152.0	-12.25	45.73	-11.43	-11.43	45.14
1140.0	7791.39	-2780.0	-3169.0	15240.0	-11.75	47.55	-11.1	-11.1	47.09
1141.0	7798.39	-2344.0	-2733.0	15100.0	-10.26	49.57	-10.75	-10.75	49.93
1142.0	7805.39	-2140.0	-2529.0	15268.0	-9.41	51.4	-10.39	-10.39	52.11
1143.0	7812.37	-2152.0	-2541.0	15512.0	-9.3	53.22	-10.01	-10.01	53.73
1144.0	7819.31	-1980.0	-2369.0	15328.0	-8.79	54.53	-9.63	-9.63	55.14
1145.0	7826.16	-1656.0	-2045.0	15276.0	-7.62	55.84	-9.24	-9.24	57.02
1146.0	7833.01	-1624.0	-2013.0	15180.0	-7.55	57.32	-8.84	-8.84	58.26
1147.0	7839.84	-1372.0	-1761.0	15180.0	-6.62	58.01	-8.43	-8.43	59.34
1148.0	7846.69	-1280.0	-1669.0	15276.0	-6.24	58.47	-8.02	-8.02	59.78
1149.0	7853.54	-1172.0	-1561.0	15164.0	-5.88	58.54	-7.61	-7.61	59.82
1150.0	7860.38	-836.0	-1225.0	15328.0	-4.57	58.25	-7.2	-7.2	60.18
1151.0	7867.14	-636.0	-1025.0	15376.0	-3.81	57.15	-6.8	-6.8	59.37
1152.0	7873.91	-424.0	-813.0	15748.0	-2.96	55.98	-6.4	-6.4	58.54
1153.0	7880.64	-216.0	-605.0	15376.0	-2.25	54.45	-6.02	-6.02	57.26
1154.0	7887.37	-180.0	-569.0	15432.0	-2.11	52.23	-5.65	-5.65	54.87
1155.0	7894.11	172.0	-217.0	15372.0	-0.81	49.11	-5.3	-5.3	52.46
1156.0	7900.84	284.0	-105.0	15268.0	-0.39	45.81	-4.96	-4.96	49.22
1157.0	7907.57	568.0	179.0	15324.0	0.67	41.78	-4.66	-4.66	45.75
1158.0	7914.28	588.0	199.0	15232.0	0.75	37.74	-4.38	-4.38	41.58
1159.0	7921.0	624.0	235.0	15296.0	0.88	33.18	-4.13	-4.13	36.92
1160.0	7927.71	860.0	471.0	15592.0	1.73	28.64	-3.91	-3.91	32.87
1161.0	7934.46	1220.0	831.0	15692.0	3.03	25.14	-3.71	-3.71	30.15
1162.0	7941.23	580.0	191.0	15056.0	0.73	21.97	-3.54	-3.54	25.13
1163.0	7947.95	352.0	-37.0	14712.0	-0.14	17.95	-3.4	-3.4	20.38
1164.0	7954.62	1472.0	1083.0	15364.0	4.03	13.85	-3.27	-3.27	19.35
1165.0	7961.44	1460.0	1071.0	14868.0	4.12	9.54	-3.17	-3.17	14.91
1166.0	7968.21	984.0	595.0	15048.0	2.26	5.92	-3.1	-3.1	9.9
1167.0	7974.78	588.0	199.0	15256.0	0.75	2.31	-3.07	-3.07	5.23
1168.0	7981.38	828.0	439.0	15348.0	1.64	-1.17	-3.05	-3.05	2.4
1169.0	7987.97	1196.0	807.0	15352.0	3.01	-4.41	-3.05	-3.05	0.21
1170.0	7994.61	1124.0	735.0	15336.0	2.74	-7.63	-3.07	-3.07	-3.23
1171.0	8001.28	768.0	379.0	15216.0	1.43	-10.98	-3.12	-3.12	-7.56
1172.0	8007.97	480.0	91.0	15264.0	0.34	-13.73	-3.19	-3.19	-11.07
1173.0	8014.63	544.0	155.0	15220.0	0.58	-16.44	-3.28	-3.28	-13.52
1174.0	8021.38	712.0	323.0	15380.0	1.2	-19.05	-3.39	-3.39	-15.63
1175.0	8028.09	724.0	335.0	15256.0	1.26	-21.33	-3.51	-3.51	-17.76
1176.0	8034.83	580.0	191.0	15404.0	0.71	-23.19	-3.64	-3.64	-19.95
1177.0	8041.57	272.0	-117.0	15256.0	-0.44	-24.95	-3.8	-3.8	-22.45
1178.0	8048.27	212.0	-177.0	15224.0	-0.67	-26.24	-3.95	-3.95	-23.77
1179.0	8055.02	224.0	-165.0	15184.0	-0.62	-27.31	-4.12	-4.12	-24.71
1180.0	8061.78	184.0	-205.0	15220.0	-0.77	-28.35	-4.3	-4.3	-25.73
1181.0	8068.53	-104.0	-493.0	15212.0	-1.86	-29.16	-4.48	-4.48	-27.21
1182.0	8075.3	-220.0	-609.0	15304.0	-2.28	-29.71	-4.67	-4.67	-27.94
1183.0	8082.06	-232.0	-621.0	15268.0	-2.33	-30.0	-4.86	-4.86	-28.12
1184.0	8088.81	-296.0	-685.0	15348.0	-2.56	-30.16	-5.05	-5.05	-28.3
1185.0	8095.57	-396.0	-785.0	15376.0	-2.92	-30.4	-5.24	-5.24	-28.67
1186.0	8102.33	-560.0	-949.0	15388.0	-3.53	-30.35	-5.44	-5.44	-28.93
1187.0	8109.1	-504.0	-893.0	15132.0	-3.38	-30.26	-5.63	-5.63	-28.59
1188.0	8115.85	-684.0	-1073.0	15392.0	-3.99	-29.89	-5.82	-5.82	-28.52
1189.0	8122.66	-832.0	-1221.0	15280.0	-4.57	-29.64	-6.02	-6.02	-28.57
1190.0	8129.46	-964.0	-1353.0	15436.0	-5.01	-29.45	-6.21	-6.21	-28.56
1191.0	8136.28	-872.0	-1261.0	15252.0	-4.73	-28.64	-6.4	-6.4	-27.41
1192.0	8143.07	-1044.0	-1433.0	15224.0	-5.38	-27.92	-6.58	-6.58	-27.02
1193.0	8149.92	-968.0	-1357.0	15276.0	-5.08	-27.11	-6.76	-6.76	-25.88
1194.0	8156.74	-1060.0	-1449.0	15208.0	-5.44	-25.94	-6.93	-6.93	-24.84
1195.0	8163.6	-1176.0	-1565.0	15260.0	-5.86	-24.65	-7.09	-7.09	-23.74
1196.0	8170.44	-1252.0	-1641.0	15268.0	-6.13	-23.38	-7.25	-7.25	-22.56
1197.0	8177.32	-1320.0	-1709.0	15236.0	-6.4	-22.11	-7.39	-7.39	-21.38
1198.0	8184.2	-1288.0	-1677.0	15120.0	-6.33	-20.47	-7.53	-7.53	-19.6
1199.0	8191.06	-1424.0	-1813.0	15276.0	-6.77	-19.11	-7.66	-7.66	-18.46
1200.0	8197.91	-1504.0	-1893.0	15156.0	-7.12	-17.52	-7.77	-7.77	-17.04
1201.0	8204.79	-1500.0	-1889.0	15300.0	-7.04	-16.07	-7.88	-7.88	-15.45
1202.0	8211.64	-1468.0	-1857.0	15316.0	-6.91	-14.57	-7.97	-7.97	-13.79
1203.0	8218.51	-1524.0	-1913.0	15356.0	-7.1	-13.05	-8.06	-8.06	-12.35
1204.0	8225.37	-1632.0	-2021.0	15300.0	-7.52	-11.3	-8.13	-8.13	-10.85
1205.0	8232.26	-1612.0	-2001.0	15344.0	-7.43	-10.15	-8.2	-8.2	-9.59
1206.0	8239.08	-1664.0	-2053.0	15124.0	-7.73	-8.61	-8.26	-8.26	-8.22
1207.0	8245.86	-1624.0	-2013.0	15380.0	-7.46	-7.11	-8.3	-8.3	-6.49
1208.0	8252.63	-1544.0	-1933.0	15360.0	-7.17	-5.67	-8.33	-8.33	-4.81
1209.0	8259.39	-1532.0	-1921.0	15140.0	-7.23	-4.34	-8.36	-8.36	-3.5
1210.0	8266.16	-1660.0	-2049.0	15220.0	-7.67	-2.88	-8.37	-8.37	-2.35
1211.0	8272.92	-1564.0	-1953.0	15300.0	-7.27	-1.47	-8.38	-8.38	-0.65
1212.0	8279.66	-1440.0	-1829.0	15204.0	-6.86	-0.16	-8.37	-8.37	0.96
1213.0	8286.4	-1560.0	-1949.0	15224.0	-7.3	1.09	-8.36	-8.36	1.88
1214.0	8293.12	-1636.0	-2025.0	15116.0	-7.63	2.16	-8.34	-8.34	2.69
1215.0	8299.85	-1548.0	-1937.0	15192.0	-7.27	3.5	-8.31	-8.31	4.28
1216.0	8306.57	-1476.0	-1865.0	15308.0	-6.95	4.61	-8.27	-8.27	5.6
1217.0	8313.31	-1316.0	-1705.0	15136.0	-6.43	5.92	-8.22	-8.22	7.26
1218.0	8320.05	-1420.0	-1809.0	15152.0	-6.81	6.81	-8.17	-8.17	7.82
1219.0	8326.78	-1428.0	-1817.0	15252.0	-6.79	7.66	-8.11	-8.11	8.64
1220.0	8333.5	-1380.0	-1769.0	15080.0	-6.69	8.66	-8.05	-8.05	9.68
1221.0	8340.2	-1192.0	-1581.0	15300.0	-5.9	9.31	-7.97	-7.97	10.87
1222.0	8346.97	-1280.0	-1669.0	15312.0	-6.22	10.06	-7.9	-7.9	11.31
1223.0	8353.76	-1352.0	-1741.0	15376.0	-6.46	10.64	-7.82	-7.82	11.65
1224.0	8360.6	-1304.0	-1693.0	15248.0	-6.34	10.98	-7.74	-7.74	12.01
1225.0	8367.42	-1196.0	-1585.0	15260.0	-5.93	11.34	-7.65	-7.65	12.6
1226.0	8374.24	-1100.0	-1489.0	15224.0	-5.59	11.85	-7.56	-7.56	13.3
1227.0	8381.08	-1016.0	-1405.0	15108.0	-5.31	12.04	-7.47	-7.47	13.62
1228.0	8387.9	-948.0	-1337.0	15268.0	-5.0	12.27	-7.37	-7.37	14.01
1229.0	8394.64	-1068.0	-1457.0	15296.0	-5.44	12.31	-7.28	-7.28	13.68
1230.0	8401.46	-1036.0	-1425.0	15172.0	-5.37	12.43	-7.19	-7.19	13.77
1231.0	8408.3	-996.0	-1385.0	15400.0	-5.14	12.49	-7.09	-7.09	13.92
1232.0	8415.04	-912.0	-1301.0	15252.0	-4.88	12.27	-7.0	-7.0	13.86
1233.0	8421.77	-832.0	-1221.0	15212.0	-4.59	12.07	-6.9	-6.9	13.8
1234.0	8428.5	-756.0	-1145.0	15272.0	-4.29	11.58	-6.81	-6.81	13.46
1235.0	8435.27	-652.0	-1041.0	15204.0	-3.92	11.29	-6.72	-6.72	13.37
1236.0	8442.04	-664.0	-1053.0	15316.0	-3.93	10.69	-6.64	-6.64	12.69
1237.0	8448.79	-536.0	-925.0	15332.0	-3.45	10.25	-6.55	-6.55	12.56
1238.0	8455.51	-536.0	-925.0	15280.0	-3.46	9.55	-6.47	-6.47	11.8
1239.0	8462.16	-628.0	-1017.0	15220.0	-3.82	8.86	-6.4	-6.4	10.81
1240.0	8468.86	-512.0	-901.0	15224.0	-3.39	8.19	-6.33	-6.33	10.4
1241.0	8475.51	-640.0	-1029.0	15280.0	-3.85	7.47	-6.27	-6.27	9.3
1242.0	8482.18	-612.0	-1001.0	15336.0	-3.73	6.85	-6.21	-6.21	8.72
1243.0	8488.84	-592.0	-981.0	15264.0	-3.68	6.32	-6.16	-6.16	8.19
1244.0	8495.48	-524.0	-913.0	15408.0	-3.39	5.56	-6.11	-6.11	7.62
1245.0	8502.1	-436.0	-825.0	15264.0	-3.09	4.84	-6.06	-6.06	7.09
1246.0	8508.67	-392.0	-781.0	15432.0	-2.9	4.15	-6.02	-6.02	6.54
1247.0	8515.27	-472.0	-861.0	15536.0	-3.17	3.51	-5.98	-5.98	5.65
1248.0	8521.89	-420.0	-809.0	15428.0	-3.0	2.94	-5.94	-5.94	5.17
1249.0	8528.48	-368.0	-757.0	15200.0	-2.85	2.26	-5.91	-5.91	4.59
1250.0	8535.1	-400.0	-789.0	15260.0	-2.96	1.61	-5.89	-5.89	3.83
1251.0	8541.69	-472.0	-861.0	15244.0	-3.23	0.73	-5.87	-5.87	2.75
1252.0	8548.29	-468.0	-857.0	15276.0	-3.21	-0.05	-5.86	-5.86	1.97
1253.0	8554.9	-504.0	-893.0	15208.0	-3.36	-0.78	-5.85	-5.85	1.11
1254.0	8561.5	-432.0	-821.0	15256.0	-3.08	-1.25	-5.84	-5.84	0.85
1255.0	8568.09	-256.0	-645.0	15200.0	-2.43	-1.83	-5.84	-5.84	0.77
1256.0	8574.69	-468.0	-857.0	15372.0	-3.19	-2.52	-5.84	-5.84	-0.5
1257.0	8581.31	-436.0	-825.0	15172.0	-3.11	-3.03	-5.85	-5.85	-0.95
1258.0	8587.93	-476.0	-865.0	15140.0	-3.27	-3.49	-5.86	-5.86	-1.52
1259.0	8594.56	-364.0	-753.0	15236.0	-2.83	-4.02	-5.87	-5.87	-1.71
1260.0	8601.19	-492.0	-881.0	15248.0	-3.31	-4.53	-5.89	-5.89	-2.57
1261.0	8607.82	-472.0	-861.0	15296.0	-3.22	-5.08	-5.91	-5.91	-3.05
1262.0	8614.45	-652.0	-1041.0	15140.0	-3.93	-5.5	-5.93	-5.93	-3.99
1263.0	8621.12	-612.0	-1001.0	15256.0	-3.75	-5.96	-5.96	-5.96	-4.3
1264.0	8627.8	-512.0	-901.0	15424.0	-3.34	-6.21	-5.99	-5.99	-4.21
1265.0	8634.43	-536.0	-925.0	15264.0	-3.47	-6.47	-6.02	-6.02	-4.53
1266.0	8641.05	-572.0	-961.0	15252.0	-3.61	-6.76	-6.05	-6.05	-4.9
1267.0	8647.65	-604.0	-993.0	15292.0	-3.72	-7.02	-6.09	-6.09	-5.21
1268.0	8654.3	-612.0	-1001.0	15200.0	-3.77	-6.97	-6.12	-6.12	-5.19
1269.0	8661.0	-584.0	-973.0	15208.0	-3.66	-7.09	-6.16	-6.16	-5.22
1270.0	8667.64	-508.0	-897.0	15308.0	-3.35	-7.36	-6.19	-6.19	-5.21
1271.0	8674.3	-676.0	-1065.0	15248.0	-4.0	-7.36	-6.23	-6.23	-5.67
1272.0	8680.99	-676.0	-1065.0	15308.0	-3.98	-7.34	-6.27	-6.27	-5.62
1273.0	8687.7	-736.0	-1125.0	15272.0	-4.21	-7.32	-6.31	-6.31	-5.75
1274.0	8694.39	-664.0	-1053.0	15356.0	-3.92	-7.12	-6.34	-6.34	-5.31
1275.0	8701.1	-692.0	-1081.0	15300.0	-4.04	-6.98	-6.38	-6.38	-5.24
1276.0	8707.79	-716.0	-1105.0	15188.0	-4.16	-6.72	-6.41	-6.41	-5.03
1277.0	8714.48	-804.0	-1193.0	15240.0	-4.48	-6.43	-6.44	-6.44	-4.95
1278.0	8721.14	-804.0	-1193.0	15332.0	-4.45	-6.13	-6.47	-6.47	-4.6
1279.0	8727.84	-896.0	-1285.0	15248.0	-4.82	-5.91	-6.51	-6.51	-4.64
1280.0	8734.52	-848.0	-1237.0	15124.0	-4.68	-5.6	-6.53	-6.53	-4.2
1281.0	8741.21	-824.0	-1213.0	15356.0	-4.52	-5.24	-6.56	-6.56	-3.71
1282.0	8747.88	-748.0	-1137.0	15348.0	-4.24	-4.86	-6.58	-6.58	-3.1
1283.0	8754.57	-816.0	-1205.0	15304.0	-4.5	-4.82	-6.6	-6.6	-3.25
1284.0	8761.24	-788.0	-1177.0	15256.0	-4.41	-4.21	-6.62	-6.62	-2.54
1285.0	8767.94	-932.0	-1321.0	15396.0	-4.9	-3.89	-6.63	-6.63	-2.59
1286.0	8774.61	-832.0	-1221.0	15252.0	-4.58	-3.66	-6.65	-6.65	-2.1
1287.0	8781.3	-864.0	-1253.0	15176.0	-4.72	-3.22	-6.66	-6.66	-1.76
1288.0	8787.98	-840.0	-1229.0	15188.0	-4.63	-2.82	-6.67	-6.67	-1.28
1289.0	8794.66	-864.0	-1253.0	15300.0	-4.68	-2.64	-6.68	-6.68	-1.14
1290.0	8801.34	-916.0	-1305.0	15304.0	-4.87	-2.23	-6.68	-6.68	-0.87
1291.0	8808.02	-792.0	-1181.0	15376.0	-4.39	-1.92	-6.68	-6.68	-0.2
1292.0	8814.66	-860.0	-1249.0	15340.0	-4.65	-1.68	-6.68	-6.68	-0.14
1293.0	8821.33	-832.0	-1221.0	15252.0	-4.58	-1.39	-6.68	-6.68	0.2
1294.0	8828.0	-800.0	-1189.0	15236.0	-4.46	-1.28	-6.68	-6.68	0.39
1295.0	8834.63	-772.0	-1161.0	15384.0	-4.32	-0.97	-6.68	-6.68	0.82
1296.0	8841.31	-808.0	-1197.0	15232.0	-4.49	-0.93	-6.67	-6.67	0.71
1297.0	8847.96	-848.0	-1237.0	15248.0	-4.64	-0.86	-6.67	-6.67	0.67
1298.0	8854.62	-792.0	-1181.0	15260.0	-4.43	-0.8	-6.66	-6.66	0.88
1299.0	8861.26	-796.0	-1185.0	15244.0	-4.44	-0.58	-6.65	-6.65	1.09
1300.0	8867.92	-720.0	-1109.0	15292.0	-4.15	-0.3	-6.64	-6.64	1.58
1301.0	8874.58	-656.0	-1045.0	15272.0	-3.91	-0.05	-6.63	-6.63	2.01
1302.0	8881.25	-784.0	-1173.0	15336.0	-4.37	0.01	-6.62	-6.62	1.7
1303.0	8887.88	-824.0	-1213.0	15092.0	-4.6	-0.07	-6.61	-6.61	1.46
1304.0	8894.55	-812.0	-1201.0	15288.0	-4.49	0.07	-6.6	-6.6	1.66
1305.0	8901.18	-736.0	-1125.0	15212.0	-4.23	0.08	-6.58	-6.58	1.86
1306.0	8907.83	-716.0	-1105.0	15240.0	-4.15	0.27	-6.57	-6.57	2.11
1307.0	8914.49	-812.0	-1201.0	15280.0	-4.49	0.31	-6.56	-6.56	1.86
1308.0	8921.15	-780.0	-1169.0	15176.0	-4.4	0.48	-6.54	-6.54	2.1
1309.0	8927.78	-764.0	-1153.0	15196.0	-4.34	0.46	-6.53	-6.53	2.12
1310.0	8934.45	-884.0	-1273.0	15316.0	-4.75	0.33	-6.52	-6.52	1.66
1311.0	8941.1	-852.0	-1241.0	15244.0	-4.65	0.55	-6.51	-6.51	1.95
1312.0	8947.76	-780.0	-1169.0	15300.0	-4.37	0.4	-6.49	-6.49	2.01
1313.0	8954.39	-716.0	-1105.0	15132.0	-4.18	0.34	-6.48	-6.48	2.08
1314.0	8961.06	-608.0	-997.0	15224.0	-3.75	0.36	-6.46	-6.46	2.41
1315.0	8967.66	-628.0	-1017.0	15112.0	-3.85	0.16	-6.45	-6.45	2.14
1316.0	8974.32	-660.0	-1049.0	15164.0	-3.96	0.0	-6.44	-6.44	1.87
1317.0	8980.93	-628.0	-1017.0	15296.0	-3.8	-0.21	-6.42	-6.42	1.78
1318.0	8987.6	-672.0	-1061.0	15224.0	-3.99	-0.26	-6.41	-6.41	1.57
1319.0	8994.26	-672.0	-1061.0	15424.0	-3.94	-0.31	-6.4	-6.4	1.56
1320.0	9000.92	-704.0	-1093.0	15300.0	-4.09	-0.63	-6.4	-6.4	1.12
1321.0	9007.58	-688.0	-1077.0	15156.0	-4.06	-0.77	-6.39	-6.39	0.98
1322.0	9014.22	-696.0	-1085.0	15236.0	-4.07	-0.93	-6.38	-6.38	0.82
1323.0	9020.87	-640.0	-1029.0	15304.0	-3.85	-0.9	-6.38	-6.38	1.01
1324.0	9027.52	-688.0	-1077.0	15304.0	-4.03	-1.07	-6.37	-6.37	0.71
1325.0	9034.18	-652.0	-1041.0	15276.0	-3.9	-1.18	-6.37	-6.37	0.68
1326.0	9040.84	-668.0	-1057.0	15324.0	-3.95	-1.55	-6.37	-6.37	0.28
1327.0	9047.51	-760.0	-1149.0	15272.0	-4.3	-1.48	-6.37	-6.37	0.07
1328.0	9054.16	-696.0	-1085.0	15192.0	-4.09	-1.44	-6.36	-6.36	0.28
1329.0	9060.82	-708.0	-1097.0	15236.0	-4.12	-1.39	-6.36	-6.36	0.3
1330.0	9067.48	-628.0	-1017.0	15232.0	-3.82	-1.56	-6.36	-6.36	0.35
1331.0	9074.15	-740.0	-1129.0	15328.0	-4.21	-1.71	-6.36	-6.36	-0.09
1332.0	9080.8	-684.0	-1073.0	15384.0	-3.99	-1.54	-6.36	-6.36	0.25
1333.0	9087.48	-524.0	-913.0	15260.0	-3.42	-1.41	-6.35	-6.35	0.79
1334.0	9094.08	-684.0	-1073.0	15276.0	-4.02	-1.47	-6.35	-6.35	0.3
1335.0	9100.74	-736.0	-1125.0	15368.0	-4.19	-1.4	-6.35	-6.35	0.24
1336.0	9107.41	-740.0	-1129.0	15376.0	-4.2	-1.21	-6.35	-6.35	0.41
1337.0	9114.08	-692.0	-1081.0	15116.0	-4.09	-1.15	-6.34	-6.34	0.54
1338.0	9120.74	-660.0	-1049.0	15156.0	-3.96	-1.3	-6.34	-6.34	0.5
1339.0	9127.4	-808.0	-1197.0	15416.0	-4.44	-1.4	-6.34	-6.34	0.04
1340.0	9134.04	-820.0	-1209.0	15172.0	-4.56	-1.69	-6.34	-6.34	-0.34
1341.0	9140.7	-724.0	-1113.0	15332.0	-4.15	-1.75	-6.34	-6.34	-0.09
1342.0	9147.36	-672.0	-1061.0	15404.0	-3.94	-1.89	-6.34	-6.34	-0.08
1343.0	9154.03	-672.0	-1061.0	15200.0	-3.99	-1.9	-6.34	-6.34	-0.13
1344.0	9160.67	-636.0	-1025.0	15208.0	-3.86	-1.89	-6.34	-6.34	-0.01
1345.0	9167.34	-724.0	-1113.0	14992.0	-4.25	-1.78	-6.35	-6.35	-0.2
1346.0	9174.01	-736.0	-1125.0	14848.0	-4.33	-1.65	-6.35	-6.35	-0.13
1347.0	9180.68	-616.0	-1005.0	15124.0	-3.8	-1.22	-6.34	-6.34	0.69
1348.0	9187.34	-744.0	-1133.0	15092.0	-4.29	-1.11	-6.34	-6.34	0.43
1349.0	9194.0	-668.0	-1057.0	15256.0	-3.96	-0.64	-6.33	-6.33	1.14
1350.0	9200.66	-636.0	-1025.0	15360.0	-3.82	-0.18	-6.32	-6.32	1.71
1351.0	9207.33	-688.0	-1077.0	15308.0	-4.02	0.29	-6.31	-6.31	2.01
1352.0	9213.99	-656.0	-1045.0	15428.0	-3.87	0.87	-6.29	-6.29	2.69
1353.0	9220.63	-796.0	-1185.0	15220.0	-4.45	1.08	-6.27	-6.27	2.45
1354.0	9227.3	-756.0	-1145.0	15308.0	-4.28	1.37	-6.25	-6.25	2.86
1355.0	9233.94	-712.0	-1101.0	15340.0	-4.11	1.55	-6.23	-6.23	3.16
1356.0	9240.62	-744.0	-1133.0	15408.0	-4.21	1.76	-6.21	-6.21	3.27
1357.0	9247.29	-724.0	-1113.0	15436.0	-4.12	1.91	-6.19	-6.19	3.46
1358.0	9253.96	-712.0	-1101.0	15348.0	-4.1	1.72	-6.17	-6.17	3.27
1359.0	9260.62	-592.0	-981.0	15296.0	-3.67	1.7	-6.14	-6.14	3.57
1360.0	9267.24	-728.0	-1117.0	15328.0	-4.17	1.55	-6.12	-6.12	3.03
1361.0	9273.89	-636.0	-1025.0	15268.0	-3.84	1.42	-6.1	-6.1	3.13
1362.0	9280.54	-488.0	-877.0	15212.0	-3.3	1.27	-6.08	-6.08	3.37
1363.0	9287.12	-472.0	-861.0	15112.0	-3.26	1.02	-6.06	-6.06	3.16
1364.0	9293.72	-468.0	-857.0	15356.0	-3.19	0.83	-6.04	-6.04	3.0
1365.0	9300.31	-592.0	-981.0	15252.0	-3.68	0.35	-6.02	-6.02	2.14
1366.0	9306.89	-556.0	-945.0	15136.0	-3.57	0.19	-6.01	-6.01	2.05
1367.0	9313.49	-580.0	-969.0	15152.0	-3.66	-0.39	-6.0	-6.0	1.39
1368.0	9320.08	-540.0	-929.0	15268.0	-3.48	-0.37	-5.99	-5.99	1.54
1369.0	9326.68	-548.0	-937.0	15316.0	-3.5	-0.56	-5.98	-5.98	1.32
1370.0	9333.26	-592.0	-981.0	15176.0	-3.7	-0.83	-5.98	-5.98	0.91
1371.0	9339.86	-500.0	-889.0	15248.0	-3.34	-0.89	-5.97	-5.97	1.12
1372.0	9346.48	-648.0	-1037.0	15208.0	-3.9	-0.98	-5.97	-5.97	0.58
1373.0	9353.13	-480.0	-869.0	15300.0	-3.25	-0.95	-5.96	-5.96	1.09
1374.0	9359.74	-660.0	-1049.0	15416.0	-3.89	-1.02	-5.95	-5.95	0.54
1375.0	9366.38	-588.0	-977.0	15224.0	-3.67	-0.92	-5.95	-5.95	0.8
