n	t_ms	AcY	AcY_offset	AcZ	roll	gyroXrate	compX	e	edot
1949.0	13225.09	364.0	-25.0	15184.0	-0.09	-6.73	-2.72	-2.72	-4.74
1950.0	13231.7	280.0	-109.0	15356.0	-0.41	-6.92	-2.75	-2.75	-5.13
1951.0	13238.37	336.0	-53.0	15204.0	-0.2	-7.22	-2.79	-2.79	-5.27
1952.0	13244.98	312.0	-77.0	15308.0	-0.29	-7.42	-2.82	-2.82	-5.49
1953.0	13251.58	288.0	-101.0	15376.0	-0.38	-7.51	-2.86	-2.86	-5.62
1954.0	13258.24	248.0	-141.0	15204.0	-0.53	-7.71	-2.9	-2.9	-5.92
1955.0	13264.9	312.0	-77.0	15192.0	-0.29	-7.59	-2.94	-2.94	-5.59
1956.0	13271.51	172.0	-217.0	15164.0	-0.82	-7.54	-2.98	-2.98	-5.9
1957.0	13278.17	208.0	-181.0	15220.0	-0.68	-7.49	-3.01	-3.01	-5.73
1958.0	13284.84	176.0	-213.0	15216.0	-0.8	-7.28	-3.05	-3.05	-5.59
1959.0	13291.48	192.0	-197.0	15276.0	-0.74	-7.18	-3.09	-3.09	-5.41
1960.0	13298.15	200.0	-189.0	15208.0	-0.71	-7.03	-3.12	-3.12	-5.21
1961.0	13304.82	184.0	-205.0	15268.0	-0.77	-6.82	-3.15	-3.15	-5.02
1962.0	13311.5	208.0	-181.0	15344.0	-0.68	-6.61	-3.19	-3.19	-4.72
1963.0	13318.17	176.0	-213.0	15324.0	-0.8	-6.38	-3.22	-3.22	-4.56
1964.0	13324.84	164.0	-225.0	15304.0	-0.84	-6.35	-3.25	-3.25	-4.54
1965.0	13331.51	164.0	-225.0	15232.0	-0.85	-6.2	-3.28	-3.28	-4.37
1966.0	13338.17	92.0	-297.0	15192.0	-1.12	-6.21	-3.31	-3.31	-4.57
1967.0	13344.81	112.0	-277.0	15392.0	-1.03	-6.08	-3.34	-3.34	-4.34
1968.0	13351.48	80.0	-309.0	15444.0	-1.15	-6.07	-3.36	-3.36	-4.4
1969.0	13358.09	-4.0	-393.0	15312.0	-1.47	-5.98	-3.39	-3.39	-4.52
1970.0	13364.66	108.0	-281.0	15344.0	-1.05	-5.84	-3.42	-3.42	-4.03
1971.0	13371.33	76.0	-313.0	15328.0	-1.17	-5.62	-3.45	-3.45	-3.9
1972.0	13377.96	8.0	-381.0	15300.0	-1.43	-5.66	-3.47	-3.47	-4.1
1973.0	13384.52	104.0	-285.0	15076.0	-1.08	-5.5	-3.5	-3.5	-3.65
1974.0	13391.18	72.0	-317.0	15228.0	-1.19	-5.26	-3.52	-3.52	-3.5
1975.0	13397.8	32.0	-357.0	15208.0	-1.34	-5.02	-3.54	-3.54	-3.35
1976.0	13404.4	60.0	-329.0	15180.0	-1.24	-4.85	-3.56	-3.56	-3.08
1977.0	13411.01	4.0	-385.0	15292.0	-1.44	-4.69	-3.58	-3.58	-3.07
1978.0	13417.57	20.0	-369.0	15392.0	-1.37	-4.44	-3.6	-3.6	-2.73
1979.0	13424.18	-4.0	-393.0	15168.0	-1.48	-4.35	-3.62	-3.62	-2.73
1980.0	13430.75	-32.0	-421.0	15144.0	-1.59	-4.22	-3.64	-3.64	-2.66
1981.0	13437.39	-64.0	-453.0	15352.0	-1.69	-3.97	-3.65	-3.65	-2.48
1982.0	13444.0	-140.0	-529.0	15376.0	-1.97	-3.67	-3.67	-3.67	-2.38
1983.0	13450.68	-80.0	-469.0	15236.0	-1.76	-3.43	-3.68	-3.68	-1.98
1984.0	13457.3	-48.0	-437.0	15228.0	-1.64	-3.22	-3.69	-3.69	-1.66
1985.0	13463.92	-28.0	-417.0	15316.0	-1.56	-2.8	-3.7	-3.7	-1.18
1986.0	13470.53	-80.0	-469.0	15240.0	-1.76	-2.4	-3.71	-3.71	-0.92
1987.0	13477.16	24.0	-365.0	15404.0	-1.36	-1.98	-3.71	-3.71	-0.2
1988.0	13483.77	-92.0	-481.0	15328.0	-1.8	-1.66	-3.71	-3.71	-0.21
1989.0	13490.38	88.0	-301.0	15220.0	-1.13	-1.53	-3.71	-3.71	0.43
1990.0	13496.99	-64.0	-453.0	15308.0	-1.7	-0.97	-3.7	-3.7	0.56
1991.0	13503.58	-36.0	-425.0	15312.0	-1.59	-0.86	-3.7	-3.7	0.75
1992.0	13510.16	140.0	-249.0	15420.0	-0.93	-0.55	-3.69	-3.69	1.56
1993.0	13516.83	60.0	-329.0	15228.0	-1.24	-0.44	-3.68	-3.68	1.4
1994.0	13523.44	-28.0	-417.0	15204.0	-1.57	-0.4	-3.67	-3.67	1.19
1995.0	13530.03	64.0	-325.0	15240.0	-1.22	-0.18	-3.66	-3.66	1.67
1996.0	13536.64	28.0	-361.0	15328.0	-1.35	-0.01	-3.65	-3.65	1.74
1997.0	13543.24	88.0	-301.0	15404.0	-1.12	0.08	-3.64	-3.64	2.0
1998.0	13549.82	76.0	-313.0	15268.0	-1.17	0.34	-3.62	-3.62	2.2
1999.0	13556.42	-40.0	-429.0	15232.0	-1.61	0.35	-3.61	-3.61	1.87
2000.0	13563.02	-48.0	-437.0	15360.0	-1.63	0.63	-3.6	-3.6	2.12
2001.0	13569.61	56.0	-333.0	15348.0	-1.24	0.7	-3.58	-3.58	2.48
